<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.09.14	00:00:00	1.38334	1.38438	1.38294	1.38402	1737	0	0
2021.09.14	04:00:00	1.38399	1.38504	1.38376	1.38396	5155	0	0
2021.09.14	08:00:00	1.38396	1.38827	1.38297	1.38668	10308	0	0
2021.09.14	12:00:00	1.38670	1.39065	1.38507	1.39029	10902	0	0
2021.09.14	16:00:00	1.39029	1.39134	1.38397	1.38490	14066	0	0
2021.09.14	20:00:00	1.38490	1.38502	1.38038	1.38085	6164	0	0
2021.09.15	00:00:00	1.38064	1.38127	1.38030	1.38037	5132	0	0
2021.09.15	04:00:00	1.38037	1.38096	1.37926	1.38080	3718	0	0
2021.09.15	08:00:00	1.38081	1.38430	1.37980	1.38350	9868	0	0
2021.09.15	12:00:00	1.38351	1.38356	1.38130	1.38229	10486	0	0
2021.09.15	16:00:00	1.38236	1.38540	1.38178	1.38275	13546	0	0
2021.09.15	20:00:00	1.38275	1.38467	1.38254	1.38381	4289	0	0
2021.09.16	00:00:00	1.38372	1.38526	1.38271	1.38488	2128	0	0
2021.09.16	04:00:00	1.38488	1.38488	1.38323	1.38345	3748	0	0
