<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.16	16:00:00	0.92478	0.92719	0.92385	0.92421	16943	0	0
2023.02.16	20:00:00	0.92421	0.92609	0.92366	0.92575	9014	0	0
2023.02.17	00:00:00	0.92509	0.92841	0.92483	0.92828	4471	0	0
2023.02.17	04:00:00	0.92828	0.92939	0.92791	0.92916	5240	0	0
2023.02.17	08:00:00	0.92916	0.93234	0.92898	0.93234	10459	0	0
2023.02.17	12:00:00	0.93235	0.93322	0.92910	0.93006	11467	0	0
2023.02.17	16:00:00	0.93007	0.93117	0.92539	0.92656	16095	0	0
2023.02.17	20:00:00	0.92659	0.92678	0.92404	0.92417	6385	0	0
2023.02.20	00:00:00	0.92450	0.92600	0.92360	0.92572	4959	0	0
2023.02.20	04:00:00	0.92573	0.92576	0.92411	0.92437	6209	0	0
2023.02.20	08:00:00	0.92437	0.92467	0.92206	0.92380	10452	0	0
2023.02.20	12:00:00	0.92380	0.92449	0.92222	0.92407	11044	0	0
2023.02.20	16:00:00	0.92406	0.92413	0.92251	0.92317	7481	0	0
2023.02.20	20:00:00	0.92317	0.92337	0.92288	0.92326	5139	0	0
2023.02.21	00:00:00	0.92230	0.92444	0.92223	0.92352	4356	0	0
2023.02.21	04:00:00	0.92352	0.92443	0.92346	0.92374	3264	0	0
2023.02.21	08:00:00	0.92374	0.92720	0.92323	0.92441	10366	0	0
2023.02.21	12:00:00	0.92442	0.92577	0.92374	0.92535	10920	0	0
2023.02.21	16:00:00	0.92534	0.92819	0.92478	0.92649	16444	0	0
2023.02.21	20:00:00	0.92646	0.92827	0.92624	0.92778	6720	0	0
2023.02.22	00:00:00	0.92751	0.92786	0.92600	0.92680	4573	0	0
2023.02.22	04:00:00	0.92680	0.92707	0.92617	0.92639	6446	0	0
2023.02.22	08:00:00	0.92639	0.92871	0.92528	0.92756	9609	0	0
2023.02.22	12:00:00	0.92755	0.92873	0.92637	0.92726	10250	0	0
2023.02.22	16:00:00	0.92727	0.93047	0.92600	0.92945	13354	0	0
2023.02.22	20:00:00	0.92945	0.93187	0.92882	0.93128	11085	0	0
2023.02.23	00:00:00	0.93119	0.93140	0.92981	0.92991	3535	0	0
2023.02.23	04:00:00	0.92991	0.93025	0.92907	0.92959	2481	0	0
2023.02.23	08:00:00	0.92959	0.93347	0.92904	0.93310	8527	0	0
2023.02.23	12:00:00	0.93311	0.93435	0.93146	0.93343	11770	0	0
2023.02.23	16:00:00	0.93343	0.93487	0.93197	0.93425	15807	0	0
2023.02.23	20:00:00	0.93424	0.93459	0.93292	0.93390	7943	0	0
2023.02.24	00:00:00	0.93394	0.93425	0.93257	0.93388	6754	0	0
2023.02.24	04:00:00	0.93388	0.93423	0.93305	0.93401	4554	0	0
2023.02.24	08:00:00	0.93401	0.93648	0.93373	0.93462	9705	0	0
2023.02.24	12:00:00	0.93462	0.93806	0.93410	0.93707	12046	0	0
2023.02.24	16:00:00	0.93706	0.94062	0.93702	0.94007	17619	0	0
2023.02.24	20:00:00	0.94005	0.94122	0.93950	0.94101	6100	0	0
2023.02.27	00:00:00	0.93949	0.94084	0.93949	0.94011	3771	0	0
2023.02.27	04:00:00	0.94014	0.94186	0.94003	0.94160	4023	0	0
2023.02.27	08:00:00	0.94160	0.94290	0.94063	0.94115	9911	0	0
2023.02.27	12:00:00	0.94116	0.94156	0.93696	0.93730	8872	0	0
2023.02.27	16:00:00	0.93727	0.93848	0.93442	0.93665	11534	0	0
2023.02.27	20:00:00	0.93664	0.93699	0.93528	0.93577	4434	0	0
2023.02.28	00:00:00	0.93570	0.93664	0.93472	0.93662	2508	0	0
2023.02.28	04:00:00	0.93662	0.93722	0.93577	0.93687	3619	0	0
2023.02.28	08:00:00	0.93692	0.93888	0.93609	0.93779	8362	0	0
2023.02.28	12:00:00	0.93779	0.93892	0.93550	0.93561	7374	0	0
2023.02.28	16:00:00	0.93563	0.93833	0.93412	0.93728	15165	0	0
2023.02.28	20:00:00	0.93728	0.94230	0.93724	0.94210	6248	0	0
2023.03.01	00:00:00	0.94200	0.94282	0.94120	0.94124	3893	0	0
2023.03.01	04:00:00	0.94126	0.94152	0.94013	0.94070	3820	0	0
2023.03.01	08:00:00	0.94070	0.94072	0.93686	0.93746	11886	0	0
2023.03.01	12:00:00	0.93745	0.93874	0.93503	0.93783	10714	0	0
2023.03.01	16:00:00	0.93784	0.94117	0.93728	0.93992	16524	0	0
2023.03.01	20:00:00	0.93991	0.94137	0.93954	0.93967	5651	0	0
2023.03.02	00:00:00	0.93935	0.94173	0.93754	0.94137	3505	0	0
2023.03.02	04:00:00	0.94137	0.94302	0.94116	0.94276	3795	0	0
2023.03.02	08:00:00	0.94275	0.94401	0.94118	0.94141	9491	0	0
2023.03.02	12:00:00	0.94137	0.94344	0.93959	0.94298	12099	0	0
2023.03.02	16:00:00	0.94297	0.94400	0.94081	0.94351	13463	0	0
2023.03.02	20:00:00	0.94351	0.94379	0.94105	0.94237	6812	0	0
2023.03.03	00:00:00	0.94127	0.94210	0.94038	0.94122	4639	0	0
2023.03.03	04:00:00	0.94122	0.94155	0.94044	0.94079	5218	0	1
2023.03.03	08:00:00	0.94080	0.94081	0.93684	0.93783	8558	0	0
2023.03.03	12:00:00	0.93782	0.93985	0.93705	0.93776	9477	0	0
2023.03.03	16:00:00	0.93775	0.94077	0.93699	0.93769	14718	0	0
2023.03.03	20:00:00	0.93768	0.93831	0.93590	0.93610	5149	0	0
2023.03.06	00:00:00	0.93611	0.93729	0.93611	0.93636	3894	0	0
2023.03.06	04:00:00	0.93636	0.93695	0.93534	0.93573	4690	0	0
2023.03.06	08:00:00	0.93573	0.93655	0.93129	0.93418	9431	0	0
2023.03.06	12:00:00	0.93418	0.93594	0.93318	0.93438	10139	0	0
2023.03.06	16:00:00	0.93438	0.93494	0.93053	0.93154	12009	0	0
2023.03.06	20:00:00	0.93154	0.93271	0.93055	0.93068	4435	0	0
2023.03.07	00:00:00	0.93050	0.93149	0.93044	0.93074	2707	0	0
2023.03.07	04:00:00	0.93074	0.93082	0.92952	0.92997	3981	0	0
2023.03.07	08:00:00	0.92997	0.93281	0.92857	0.93268	9481	0	0
2023.03.07	12:00:00	0.93268	0.93467	0.93205	0.93443	9038	0	0
2023.03.07	16:00:00	0.93439	0.94171	0.93419	0.94112	21300	0	0
2023.03.07	20:00:00	0.94112	0.94246	0.93977	0.94206	7728	0	0
2023.03.08	00:00:00	0.94118	0.94261	0.94068	0.94240	3580	0	0
2023.03.08	04:00:00	0.94239	0.94388	0.94227	0.94329	4655	0	0
2023.03.08	08:00:00	0.94329	0.94338	0.94155	0.94264	8008	0	0
2023.03.08	12:00:00	0.94264	0.94345	0.94132	0.94200	8700	0	0
2023.03.08	16:00:00	0.94200	0.94358	0.93885	0.94131	15874	0	0
2023.03.08	20:00:00	0.94131	0.94214	0.94082	0.94140	4902	0	0
2023.03.09	00:00:00	0.94159	0.94184	0.93974	0.94138	2728	0	0
2023.03.09	04:00:00	0.94138	0.94146	0.93978	0.94007	2614	0	1
2023.03.09	08:00:00	0.94007	0.94043	0.93716	0.93716	6765	0	0
2023.03.09	12:00:00	0.93719	0.93936	0.93668	0.93728	9646	0	0
2023.03.09	16:00:00	0.93729	0.93845	0.93544	0.93635	11629	0	0
2023.03.09	20:00:00	0.93636	0.93689	0.93234	0.93249	8931	0	0
2023.03.10	00:00:00	0.93243	0.93326	0.93146	0.93193	6993	0	0
2023.03.10	04:00:00	0.93194	0.93259	0.92814	0.93046	6990	0	0
2023.03.10	08:00:00	0.93045	0.93165	0.92868	0.93028	10051	0	0
2023.03.10	12:00:00	0.93029	0.93055	0.92306	0.92535	13422	0	0
2023.03.10	16:00:00	0.92536	0.92621	0.91747	0.91879	24435	0	0
2023.03.10	20:00:00	0.91886	0.92199	0.91845	0.92109	9744	0	0
2023.03.13	00:00:00	0.91873	0.92044	0.91518	0.91910	9032	0	0
2023.03.13	04:00:00	0.91907	0.92027	0.91520	0.91700	12585	0	0
2023.03.13	08:00:00	0.91702	0.91764	0.91444	0.91566	13174	0	0
2023.03.13	12:00:00	0.91569	0.91598	0.90932	0.90974	26990	0	0
2023.03.13	16:00:00	0.90972	0.91273	0.90712	0.91099	25356	0	0
2023.03.13	20:00:00	0.91099	0.91239	0.90942	0.91187	14290	0	0
2023.03.14	00:00:00	0.91036	0.91279	0.91004	0.91233	5246	0	3
2023.03.14	04:00:00	0.91233	0.91453	0.91209	0.91415	5802	0	1
2023.03.14	08:00:00	0.91415	0.91444	0.91050	0.91214	14995	0	0
2023.03.14	12:00:00	0.91214	0.91389	0.90954	0.91099	16686	0	0
2023.03.14	16:00:00	0.91100	0.91645	0.91059	0.91510	20350	0	0
2023.03.14	20:00:00	0.91508	0.91511	0.91219	0.91409	11801	0	0
2023.03.15	00:00:00	0.91178	0.91486	0.91178	0.91424	9572	0	0
2023.03.15	04:00:00	0.91425	0.91440	0.91231	0.91392	7727	0	1
2023.03.15	08:00:00	0.91392	0.91608	0.91388	0.91527	10189	0	0
