<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.10	04:00:00	1.16263	1.16296	1.16069	1.16118	12318	0	0
2026.03.10	08:00:00	1.16117	1.16635	1.16115	1.16458	17115	0	0
2026.03.10	12:00:00	1.16458	1.16590	1.16203	1.16345	20397	0	0
2026.03.10	16:00:00	1.16344	1.16551	1.16270	1.16517	22314	0	0
2026.03.10	20:00:00	1.16517	1.16673	1.16059	1.16083	23516	0	0
2026.03.11	00:00:00	1.16105	1.16249	1.16029	1.16181	6767	0	0
2026.03.11	04:00:00	1.16179	1.16352	1.16125	1.16338	8805	0	0
2026.03.11	08:00:00	1.16336	1.16454	1.16034	1.16126	15646	0	0
2026.03.11	12:00:00	1.16125	1.16139	1.15774	1.15825	22319	0	0
2026.03.11	16:00:00	1.15825	1.16127	1.15630	1.15709	26046	0	0
2026.03.11	20:00:00	1.15710	1.15764	1.15608	1.15666	11662	0	0
2026.03.12	00:00:00	1.15666	1.15741	1.15340	1.15458	8159	0	0
2026.03.12	04:00:00	1.15458	1.15555	1.15318	1.15329	8724	0	0
2026.03.12	08:00:00	1.15330	1.15560	1.15326	1.15473	11503	0	0
2026.03.12	12:00:00	1.15472	1.15663	1.15325	1.15392	12530	0	0
2026.03.12	16:00:00	1.15393	1.15504	1.15109	1.15219	27355	0	0
2026.03.12	20:00:00	1.15219	1.15319	1.15096	1.15102	13036	0	0
2026.03.13	00:00:00	1.15113	1.15284	1.15086	1.15234	5617	0	0
2026.03.13	04:00:00	1.15234	1.15297	1.15000	1.15032	7615	0	0
2026.03.13	08:00:00	1.15033	1.15065	1.14329	1.14450	14626	0	0
2026.03.13	12:00:00	1.14451	1.14886	1.14451	1.14778	18257	0	0
2026.03.13	16:00:00	1.14779	1.14901	1.14345	1.14421	23826	0	0
2026.03.13	20:00:00	1.14421	1.14460	1.14107	1.14152	11362	0	0
2026.03.16	00:00:00	1.14184	1.14555	1.14173	1.14549	9372	0	0
2026.03.16	04:00:00	1.14550	1.14566	1.14396	1.14415	8464	0	0
2026.03.16	08:00:00	1.14415	1.14453	1.14143	1.14449	11094	0	0
2026.03.16	12:00:00	1.14449	1.14878	1.14410	1.14738	14306	0	0
2026.03.16	16:00:00	1.14740	1.15021	1.14740	1.14935	17281	0	0
2026.03.16	20:00:00	1.14938	1.15248	1.14906	1.15057	11556	0	0
2026.03.17	00:00:00	1.15046	1.15113	1.14891	1.14925	5504	0	0
2026.03.17	04:00:00	1.14925	1.15030	1.14865	1.14970	6504	0	0
2026.03.17	08:00:00	1.14970	1.15181	1.14660	1.15104	11886	0	0
2026.03.17	12:00:00	1.15106	1.15248	1.15039	1.15241	13147	0	0
2026.03.17	16:00:00	1.15241	1.15436	1.15181	1.15280	19367	0	0
2026.03.17	20:00:00	1.15280	1.15472	1.15264	1.15400	6318	0	0
2026.03.18	00:00:00	1.15391	1.15441	1.15302	1.15327	7093	0	0
2026.03.18	04:00:00	1.15325	1.15425	1.15321	1.15415	4800	0	0
2026.03.18	08:00:00	1.15416	1.15491	1.15176	1.15325	8244	0	0
2026.03.18	12:00:00	1.15324	1.15553	1.15056	1.15073	14509	0	0
2026.03.18	16:00:00	1.15074	1.15297	1.14907	1.15107	21103	0	0
2026.03.18	20:00:00	1.15105	1.15252	1.14498	1.14504	17665	0	0
2026.03.19	00:00:00	1.14508	1.14744	1.14500	1.14741	7766	0	0
2026.03.19	04:00:00	1.14742	1.14913	1.14669	1.14689	9143	0	0
2026.03.19	08:00:00	1.14689	1.14768	1.14430	1.14510	15938	0	0
2026.03.19	12:00:00	1.14510	1.14899	1.14510	1.14872	22853	0	0
2026.03.19	16:00:00	1.14872	1.15389	1.14695	1.15359	35979	0	0
2026.03.19	20:00:00	1.15358	1.16162	1.15358	1.15885	19826	0	0
2026.03.20	00:00:00	1.15876	1.15950	1.15710	1.15739	5572	0	0
2026.03.20	04:00:00	1.15739	1.15770	1.15551	1.15556	6819	0	0
2026.03.20	08:00:00	1.15556	1.15809	1.15523	1.15677	11236	0	0
2026.03.20	12:00:00	1.15678	1.15800	1.15351	1.15644	18693	0	0
2026.03.20	16:00:00	1.15645	1.15665	1.15246	1.15593	26161	0	0
2026.03.20	20:00:00	1.15596	1.15716	1.15468	1.15685	17055	0	0
2026.03.23	00:00:00	1.15361	1.15648	1.15338	1.15444	11205	0	0
2026.03.23	04:00:00	1.15442	1.15618	1.15426	1.15505	12598	0	0
2026.03.23	08:00:00	1.15505	1.15525	1.15204	1.15297	18012	0	0
2026.03.23	12:00:00	1.15307	1.16191	1.14844	1.16126	39895	0	0
2026.03.23	16:00:00	1.16135	1.16400	1.15764	1.15911	42563	0	0
2026.03.23	20:00:00	1.15911	1.16374	1.15866	1.16103	17121	0	0
2026.03.24	00:00:00	1.16097	1.16177	1.15810	1.15884	8734	0	0
2026.03.24	04:00:00	1.15884	1.15960	1.15757	1.15801	12070	0	0
2026.03.24	08:00:00	1.15801	1.16177	1.15757	1.15884	18929	0	0
2026.03.24	12:00:00	1.15890	1.16004	1.15786	1.15847	18452	0	0
2026.03.24	16:00:00	1.15847	1.16069	1.15670	1.15827	29497	0	0
2026.03.24	20:00:00	1.15826	1.16283	1.15570	1.16069	22799	0	0
2026.03.25	00:00:00	1.16064	1.16307	1.15959	1.16233	8913	0	0
2026.03.25	04:00:00	1.16232	1.16244	1.15973	1.15978	9155	0	0
2026.03.25	08:00:00	1.15978	1.16166	1.15870	1.16028	13778	0	0
2026.03.25	12:00:00	1.16028	1.16137	1.15863	1.15913	17142	0	0
2026.03.25	16:00:00	1.15913	1.15988	1.15553	1.15677	14431	0	0
2026.03.25	20:00:00	1.15677	1.15836	1.15557	1.15587	11577	0	0
2026.03.26	00:00:00	1.15581	1.15647	1.15539	1.15583	4391	0	0
2026.03.26	04:00:00	1.15582	1.15723	1.15547	1.15693	5651	0	0
2026.03.26	08:00:00	1.15693	1.15698	1.15474	1.15597	11639	0	0
2026.03.26	12:00:00	1.15597	1.15651	1.15223	1.15350	12678	0	0
2026.03.26	16:00:00	1.15349	1.15550	1.15311	1.15356	20559	0	0
2026.03.26	20:00:00	1.15355	1.15589	1.15196	1.15293	11532	0	0
2026.03.27	00:00:00	1.15253	1.15402	1.15231	1.15306	7005	0	0
2026.03.27	04:00:00	1.15306	1.15437	1.15298	1.15429	7315	0	0
2026.03.27	08:00:00	1.15428	1.15461	1.15159	1.15208	9951	0	0
2026.03.27	12:00:00	1.15202	1.15261	1.15017	1.15150	12092	0	0
2026.03.27	16:00:00	1.15151	1.15478	1.15142	1.15191	20346	0	0
2026.03.27	20:00:00	1.15191	1.15291	1.15062	1.15112	9982	0	0
2026.03.30	00:00:00	1.15017	1.15127	1.14876	1.15068	8357	0	0
2026.03.30	04:00:00	1.15068	1.15212	1.15013	1.15136	6859	0	0
2026.03.30	08:00:00	1.15136	1.15201	1.14907	1.14960	8654	0	0
2026.03.30	12:00:00	1.14960	1.15001	1.14730	1.14826	11142	0	0
2026.03.30	16:00:00	1.14826	1.14879	1.14431	1.14600	17051	0	0
2026.03.30	20:00:00	1.14600	1.14662	1.14539	1.14615	7631	0	0
2026.03.31	00:00:00	1.14646	1.14762	1.14472	1.14748	7926	0	0
2026.03.31	04:00:00	1.14748	1.14910	1.14663	1.14691	10125	0	0
2026.03.31	08:00:00	1.14691	1.14756	1.14609	1.14671	11876	0	0
2026.03.31	12:00:00	1.14671	1.15098	1.14575	1.15030	14970	0	0
2026.03.31	16:00:00	1.15031	1.15597	1.15006	1.15406	25496	0	0
2026.03.31	20:00:00	1.15406	1.15635	1.15384	1.15529	17615	0	0
2026.04.01	00:00:00	1.15584	1.15789	1.15570	1.15744	3581	0	0
2026.04.01	04:00:00	1.15744	1.15755	1.15550	1.15654	7695	0	0
2026.04.01	08:00:00	1.15653	1.16107	1.15620	1.15963	17000	0	0
2026.04.01	12:00:00	1.15964	1.16233	1.15808	1.16045	17131	0	0
2026.04.01	16:00:00	1.16047	1.16271	1.15987	1.16191	19615	0	0
2026.04.01	20:00:00	1.16190	1.16235	1.15764	1.15902	10422	0	0
2026.04.02	00:00:00	1.15877	1.15979	1.15806	1.15956	5523	0	0
2026.04.02	04:00:00	1.15957	1.16057	1.15321	1.15370	19072	0	0
2026.04.02	08:00:00	1.15370	1.15390	1.15152	1.15254	13320	0	0
2026.04.02	12:00:00	1.15254	1.15319	1.15091	1.15244	12488	0	0
2026.04.02	16:00:00	1.15250	1.15638	1.15203	1.15393	23738	0	0
2026.04.02	20:00:00	1.15393	1.15493	1.15321	1.15387	9212	0	0
2026.04.03	00:00:00	1.15383	1.15452	1.15322	1.15382	2517	0	0
